;sentence;class
1462;Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros USOs sigla em inglês para 'órgãos subterrâneos de armazenamento' das plantas permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás. , Greg Laden , Universidade de Minnesota;1
2080;Já o Carrefour está testando o Carrefour Pay , importado da Europa , que começou focado em postos de combustível e algumas lojas do Carrefour Express (de até 150 metros quadrados) . , Carrefour Pay , Carrefour;1
2449;A possibilidade de realizar o IPO havia sido levantada em julho pelo presidente da Caixa, Pedro Guimarães, em entrevista ao Valor. , Valor , Pedro Guimarães;1
2687;A tecnologia, que já está em uso em várias filiais em Barcelona e em uma importante loja em Valência, deve ser lançada para ser introduzida em mais de 30 filiais do comprimento e largura do país. , Valência , Barcelona;0
3144;Jeff Bezos, o fundador da Amazon, participou da rodada série B de investimentos da startup Plenty, focada em fornecer alimentos frescos a consumidores. , Plenty , Jeff Bezos;1
111;A empresa da criptomoeda WiBX firmou uma parceria com a plataforma Mercado Bitcoin para fazer o câmbio de sua moeda em nov/19 . , WiBX , Mercado Bitcoin;1
1903;Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs . , Banco do Brasil , agência de Campo Mourão;0
2914;O Caixabank está embarcando em um projeto para implementar a tecnologia de reconhecimento facial em 100 caixas eletrônicos em toda a Espanha, permitindo que os usuários façam saques sem usar um código PIN. , Espanha , Caixabank;0
2330;Resultado de uma sociedade entre o Banco do Brasil e a credenciadora de cartões Cielo , Banco do Brasil , Cielo;0
103;A demanda aumenta de forma drástica no mundo todo', afirmou o especialista em recursos hídricos José Galizia Tundisi, do Instituto Internacional de Ecologia, em São Carlos . , São Carlos , Instituto Internacional de Ecologia;1
2744;A PicPay é um originador de negócios para o Original, mas a gente não fica forçando o cliente a mudar de um para o outro, completa Raul Moreira, diretor de TI. , Raul Moreira , PicPay;0
1965;Sem agências e com operação de baixo custo (mas não isenta de tarifas) , o C6 fechou ainda parcerias com laboratórios de pesquisa do Instituto de Tecnologia de Massachusetts para buscar soluções inovadoras para problemas financeiros , um deles é a construção do modelo de crédito com base em dados alternativos , na tentativa de cobrar juros mais baixos . , C6 , Instituto de Tecnologia de Massachusetts;0
1931;Os clientes podem ganhar até 50% de desconto em lojas parceiras , como , por exemplo , Netshoes , Zattini , Beer.com.br , Vinho Fácil , entre outras . , Netshoes , Zattini;0
2859;"Na manhã de segunda-feira 13/07, foi realizado o lançamento do Plano Safra do Banco do Brasil 2020/2021 no Rio Grande do Sul, que disponibilizará R$ 14 bilhões para o Estado, sendo a distribuição de R$ 11,6 bilhões em custeio, comercialização e industrialização; R$ 1,4 bilhão para investimentos e R$ 1 bilhão para outras finalidades. , Estado , Plano Safra";1
2922;O Itaú BBA foi lançado no Paraguai em janeiro. , Paraguai , Itaú BBA;1
974;O Ministro da Defesa Nacional, Nuno Severiano Teixeira, desloca-se ao Afeganistão, no dia 29 de Dezembro, para efetuar uma visita às Forças Nacionais Destacadas em Cabul . , Cabul , Forças Nacionais Destacadas;1
1756;Controlado por Bradesco (50,01 % das ações) e Banco do Brasil (o s 49,99 % restantes) , o CBSS é um dos pilares mais importantes da estratégia dos dois gigantes para crescer no ambiente das finanças virtuais . , Bradesco , CBSS;1
3192;Romildo Valente, chefe de Investimentos do C6 Bank, afirma que a experiência do cliente é um dos diferenciais da plataforma do banco. , Romildo Valente , C6 Bank;1
1071;Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato ISAF no Afeganistão, General Dan McNeill. , Afeganistão , General Dan McNeill;0
1549;São alguns deles a Tencent , Insight Venture Partners , Valar Ventures de Peter Thiel , fundador do PayPal . , Valar Ventures , PayPal;0
68;A cimeira União Europeia-África, prevista para 8 e 9 de Dezembro em Lisboa, não deve ser uma cimeira sobre o presidente do Zimbabwe, Robert Mugabe, defendeu hoje José Sócrates, primeiro-ministro português e presidente em exercício da União Europeia . , José Sócrates , Lisboa;0
1158;O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho. , Taquari , Embrapa;0
953;Mas dois dias depois a NASA retirou os documentos', conta Hammond. ' , NASA , Hammond;0
2489;A GOL Linhas Aéreas, maior companhia doméstica do País, e a Spin Pay, primeira fintech a trazer soluções de open payments ao varejo brasileiro, anunciam parceria que promete revolucionar a forma de efetuar pagamentos de bilhetes aéreos e outros serviços oferecidos pela GOL, pioneira em oferecer essa modalidade em seu segmento no Brasil. , País , Spin Pay;0
2531;A Oi e a fintech Conta Zap fecharam acordo para criação de uma joint venture de conta digital para clientes da empresa de telefonia. , Conta Zap , Oi;1
744;É o que revela balanço do registro de imóveis divulgado nesta segunda-feira pela Associação dos Registradores de Imóveis de São Paulo em parceria com a Fundação Instituto de Pesquisas Econômicas . , Associação dos Registradores de Imóveis de São Paulo , Fundação Instituto de Pesquisas Econômicas;1
1422;O trabalho foi coordenado pelo geocientista Charles Vörösmarty, da Universidade de New Hampshire, nos Estados Unidos. , Estados Unidos , Universidade de New Hampshire;1
2115;A rede de supermercados Assaí Atacadista é uma das maiores do estado de São Paulo , e vem se expandido para diferentes locais do Brasil , se tornando a marca mais rentável do Grupo Pão de Açúcar que comprou a rede depois de perceber que as pessoas buscam cada vez mais as redes varejistas , devido os preços e produtos com maior quantidade . , Assaí Atacadista , estado de São Paulo;1
2527;A partir de sua unidade Butique na Rua Oscar Freire, em São Paulo, a empresa irá realizar lives e palestras sobre receitas e harmonização de café em que consumidores podem tirar dúvidas. , São Paulo , Butique;0
6;A 88i , plataforma de serviços digitais para seguros e blockchain , foi aprovada no Global Startup Program da Singularity University , corporação do Vale do Silício que oferece programas educacionais e uma incubadora de empresas . , Vale do Silício , Singularity University;1
672;O diretor do Centro de Emprego de Torres Vedras justifica o aumento do desemprego no conselho de Mafra com a procura crescente de que este conselho é alvo por parte de pessoas da Grande Lisboa que vêm residir para Mafra e continuam a trabalhar na capital. , Grande Lisboa , Centro de Emprego de Torres Vedras;0
2732;A Elopar, joint venture formada por Bradesco e BB, que detêm 50,01% e 49,99% de participação, respectivamente, controla a bandeira Elo, com 56,969% de participação. , Elo , Bradesco;0
2410;O que queremos é oferecer todas as ferramentas para o próximo novo banco que seja lançado, diz Rohit Bammi, líder global de Negócios Institucionais e uma empresa quiser pedir uma licença por conta, isso pode levar 18 meses. , Rohit Bammi , Negócios Institucionais;1
1216;"O estudo na britânica Nature é de autoria de Neil M. Ferguson, do Imperial College, de Londres, e mais sete colaboradores; , Neil M. Ferguson , Londres";0
2259;Para atrair consumidores , o cartão não tem anuidade , oferece todos os benefícios dos cartões Itaucard e Visa Gold e promete devolver 10% do valor gasto (cashback) para compras nas lojas oficiais do Mercado Livre , num total de 970 . , Mercado Livre , Visa Gold;0
1297;O Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis aplicou, desde maio passado, multas de cerca de R$ 50 milhões a pelo menos 200 fazendeiros cujas terras estão as margens do Taquari. , Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis , Taquari;0
1812;A gigante de buscas dos EUA está formando uma parceria com o HDFC Bank , o ICICI Bank , o Kotak Mahindra Bank e o Federal Bank para oferecer empréstimos instantâneos e pré-aprovados a clientes diretamente pelo Google Pay em questão de segundos , anunciou em uma declaração . , HDFC Bank , Kotak Mahindra Bank;0
543;B3 abre as portas hoje de um ambiente próprio no Cubo , centro de co-inovação do Itaú Unibanco em parceria com a Redpoint eventures . , Redpoint , B3;0
571;Bradesco , Itaú e Santander viram nas pequenas e médias empresas uma válvula de escape para os bilhões de reais que têm disponíveis para empréstimo . , Santander , Bradesco;0
2892;O BBVA fechou 70% de suas filiais na Espanha em março após a declaração do estado de emergência e manteve apenas 30% de suas filiais abertas até maio. , BBVA , Espanha;1
869;Fernando Rodríguez González, assessor do deputado Manuel Muoz Rocha, do PRI, teria hospedado o assassino na capital enquanto o crime era preparado. , PRI , Manuel Muoz Rocha;1
2558;A Spin Pay, plataforma de pagamentos instantâneos para o varejo, faz a ponte entre grandes corporações , como a GOL , open banking e PIX. , PIX , GOL;0
496;Apesar do veto, o Guaraná Power, feito em colaboração com a Cooperativa de Agricultores da Região de Maués, na Amazônia, chegou a ser distribuído em museus e na própria Vermelho, durante a Bienal. , Guaraná Power , Cooperativa de Agricultores da Região de Maués;1
1353;O orçamento da União, Senador Mendes Canale, é de mais de quatro trilhões de cruzeiros. , União , Senador Mendes Canale;0
2853;Na Natura&Co, dono das marcas Natura, Avon, Aesop e The Body Shop, houve um crescimento de 225% nas vendas em comércio eletrônico no segundo trimestre do ano. , Natura&Co , Natura;1
1198;O encontro do partido ocorreu um dia depois da OMS ter dito que Pequim tem 200 casos de Sars em vez dos 37 notificados. , OMS , Pequim;1
2553;BR Distribuidora, que em 2019 buscou a Smarthis e a UiPath para a implementação da plataforma de hiper automação da UiPath, com o objetivo de melhorar a eficiência de seus processos, ou seja, entregar mais resultados em menos tempo e com qualidade. , BR Distribuidora , Smarthis;1
898;Guilherme Ouriques Martins , ex-gerente de TI do Banco Renner , acaba de assumir um cargo na área de tecnologia da Midway Financeira . , Guilherme Ouriques Martins , TI;1
999;Na opinião da gerente do Sicoob Coopere em Paulo Afonso , Graziele Soares , o Dia de Cooperar mostra que a cooperativa , os cooperados e parceiros acreditam que a cooperação e o compartilhamento transformam o mundo em um lugar melhor para se viver . , Dia de Cooperar , Paulo Afonso;0
2383;OLX e Credimorar, fintech especializada em financiamento imobiliário do grupo Brasil Brokers, firmam parceria para facilitar financiamento imobiliário . , Credimorar , OLX;1
1502;Programa Amigo , programa de fidelidade da Avianca fecha parceria com o Banrisul . , Banrisul , Programa Amigo;1
3017;O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg. , Vila Velha , Sicoob;0
2952;Para promover o financiamento do imóvel 100% digital, o Imovelweb realizou uma parceria com a Credihome, plataforma que oferece o maior portfólio digital de crédito imobiliário do Brasil. , Imovelweb , Brasil;0
306;A proposta na próxima vez que você comprar na Amazon , pagar a conta da Netflix ou fizer mercado na Kroger , em vez de receber dinheiro de volta , você ganhará frações de ações da empresa . , Netflix , Amazon;0
796;Em nota , a empresa brasileira diz que o documento foi assinado por Renato Costa , presidente da JBS Carnes Brasil , e Richard Wang , executivo da Win Chain , subsidiária do Alibaba Group , dedicada à indústria de alimentos frescos e que coordena a cadeia de suprimentos da companhia . , Renato Costa , Alibaba Group;0
889;Goldman pretende financiar expansão do Nubank na América Latina . , Nubank , Goldman;1
